customer_id,age,banked_flag,job_category,housing_type,dependents,employment_years,residence_years,loan_amount,duration_months,interest_rate,existing_monthly_obligation,average_monthly_inflow,average_monthly_outflow,emi,net_monthly_surplus,emi_coverage_ratio,loan_to_income_ratio,existing_obligation_ratio,dependent_ratio,employment_stability_score,income_variance_index,residence_stability_score,digital_behavior_score,location_type,digital_risk_score,purpose,credit_risk
CUST0151,36,1,4,1,3,5,5,19546,48,0.11,655.56,4110,2682.19,505.18,267.07,1.53,4.76,0.16,0.16,0.7,0.23,0.55,0.61,0,0.29,1,1
CUST0152,34,1,3,2,2,8,5,29078,36,0.13,1207.48,7232,4818.17,979.75,226.6,1.23,4.02,0.17,0.12,0.65,0.21,0.71,0.73,0,0.45,1,1
CUST0153,37,1,2,2,1,9,4,15450,48,0.13,955.6,6613,3976.92,414.48,1266.0,4.05,2.34,0.14,0.05,0.7,0.39,0.56,0.75,0,0.28,1,0
CUST0154,29,1,2,2,2,6,5,25173,48,0.13,579.24,5059,2985.23,675.33,819.2,2.21,4.98,0.11,0.17,0.56,0.22,0.58,0.79,0,0.28,1,0
CUST0155,30,1,3,1,2,10,3,27075,36,0.12,825.83,5426,2808.35,899.28,892.54,1.99,4.99,0.15,0.15,0.65,0.21,0.49,0.73,0,0.26,1,0
CUST0156,33,1,2,2,3,5,6,15716,48,0.12,1170.08,6654,3997.54,413.86,1072.52,3.59,2.36,0.18,0.19,0.6,0.28,0.52,0.71,0,0.36,1,0
CUST0157,28,1,4,2,2,8,5,22741,24,0.14,1089.73,7020,3770.03,1091.86,1068.38,1.98,3.24,0.16,0.18,0.74,0.21,0.5,0.77,0,0.3,1,0
CUST0158,33,1,3,2,2,9,5,27292,48,0.12,573.26,4807,2739.77,718.7,775.27,2.08,5.0,0.12,0.12,0.58,0.27,0.59,0.59,0,0.42,1,0
CUST0159,32,1,4,2,3,5,4,13862,24,0.12,1159.21,7762,4136.74,652.53,1813.52,3.78,1.79,0.15,0.2,0.67,0.28,0.51,0.65,0,0.3,1,0
CUST0160,38,1,4,2,3,5,5,19464,24,0.12,880.18,6201,4040.31,916.24,364.27,1.4,3.14,0.14,0.14,0.75,0.39,0.6,0.6,0,0.35,1,1
CUST0161,36,1,4,1,2,9,5,23619,48,0.14,535.78,6070,3568.95,645.42,1319.85,3.04,3.89,0.09,0.11,0.56,0.35,0.55,0.62,0,0.38,1,0
CUST0162,30,1,3,1,3,8,2,28766,24,0.12,1288.91,7197,4302.07,1354.12,251.9,1.19,4.0,0.18,0.23,0.67,0.35,0.66,0.66,0,0.3,1,1
CUST0163,34,1,4,2,2,10,2,24736,36,0.12,547.54,4419,2859.14,821.59,190.73,1.23,5.0,0.12,0.12,0.78,0.36,0.54,0.75,0,0.4,1,1
CUST0164,33,1,4,1,1,8,3,16770,24,0.14,1002.67,7526,4535.27,805.18,1182.88,2.47,2.23,0.13,0.06,0.69,0.23,0.71,0.62,0,0.39,1,0
CUST0165,36,1,4,2,1,10,5,11942,36,0.14,1280.71,7687,4019.07,408.15,1979.07,5.85,1.55,0.17,0.05,0.61,0.34,0.68,0.74,0,0.42,1,0
CUST0166,35,1,4,1,3,7,5,24810,24,0.14,409.22,4582,3016.89,1191.2,-35.31,0.97,5.0,0.09,0.17,0.67,0.26,0.7,0.64,0,0.49,1,1
CUST0167,33,1,2,2,3,7,4,12075,48,0.13,1037.14,6383,4303.82,323.94,718.1,3.22,1.89,0.16,0.19,0.66,0.26,0.55,0.69,0,0.28,1,0
CUST0168,35,1,3,2,1,4,5,10533,24,0.15,908.21,7228,3819.54,510.71,1989.54,4.9,1.46,0.13,0.06,0.78,0.29,0.72,0.78,0,0.47,1,0
CUST0169,32,1,3,2,3,6,4,12700,36,0.14,396.17,4651,2868.76,434.06,952.01,3.19,2.73,0.09,0.2,0.69,0.35,0.66,0.66,0,0.27,1,0
CUST0170,29,1,2,1,1,5,6,17411,48,0.14,598.84,4004,2008.69,475.78,920.69,2.94,4.35,0.15,0.08,0.74,0.4,0.58,0.58,0,0.27,1,0
CUST0171,34,1,4,2,1,6,4,19805,24,0.13,730.92,4365,2821.56,941.57,-129.05,0.86,4.54,0.17,0.06,0.7,0.34,0.5,0.69,0,0.4,1,1
CUST0172,30,1,3,2,3,9,3,23490,48,0.14,514.46,5802,3799.11,641.9,846.53,2.32,4.05,0.09,0.23,0.57,0.35,0.62,0.65,0,0.49,1,0
CUST0173,33,1,2,2,2,9,2,18131,48,0.13,785.48,7240,4559.84,486.41,1408.27,3.9,2.5,0.11,0.12,0.77,0.21,0.68,0.77,0,0.3,1,0
CUST0174,37,1,2,1,2,9,2,17842,36,0.13,875.36,6087,3307.64,601.17,1302.83,3.17,2.93,0.14,0.1,0.57,0.38,0.48,0.64,0,0.33,1,0
CUST0175,34,1,4,1,2,8,3,25434,24,0.11,799.29,7525,3853.97,1185.42,1686.32,2.42,3.38,0.11,0.12,0.56,0.21,0.67,0.68,0,0.41,1,0
CUST0176,36,1,3,1,3,7,2,27582,48,0.13,792.7,7142,3927.7,739.96,1681.64,3.27,3.86,0.11,0.16,0.67,0.24,0.67,0.68,0,0.35,1,0
CUST0177,38,1,4,2,2,9,5,17819,24,0.12,652.73,7126,4749.0,838.8,885.47,2.06,2.5,0.09,0.1,0.69,0.21,0.64,0.71,0,0.29,1,0
CUST0178,28,1,2,2,1,7,4,27137,48,0.14,667.11,6899,4344.56,741.56,1145.77,2.55,3.93,0.1,0.09,0.58,0.36,0.54,0.77,0,0.44,1,0
CUST0179,28,1,3,1,3,4,4,28895,48,0.11,623.22,5372,3126.16,746.81,875.81,2.17,5.0,0.12,0.27,0.66,0.31,0.57,0.61,0,0.28,1,0
CUST0180,37,1,4,2,1,9,6,10084,24,0.14,571.97,6761,3395.45,484.16,2309.42,5.77,1.49,0.08,0.05,0.63,0.38,0.52,0.79,0,0.26,1,0
CUST0181,38,1,2,1,1,7,4,18888,24,0.13,842.3,5717,2981.37,897.97,995.36,2.11,3.3,0.15,0.05,0.56,0.24,0.6,0.56,0,0.35,1,0
CUST0182,35,1,3,1,2,4,6,24966,24,0.12,1195.83,7547,4169.62,1175.24,1006.31,1.86,3.31,0.16,0.11,0.72,0.25,0.57,0.79,0,0.5,1,0
CUST0183,31,1,4,2,1,4,5,10783,24,0.13,1045.42,7000,4301.29,512.64,1140.65,3.23,1.54,0.15,0.07,0.55,0.27,0.66,0.64,0,0.43,1,0
CUST0184,32,1,2,2,2,7,2,14665,48,0.12,456.43,4425,2247.47,386.19,1334.91,4.46,3.31,0.1,0.13,0.74,0.28,0.69,0.66,0,0.44,1,0
CUST0185,37,1,4,2,3,10,5,12452,48,0.13,774.67,4391,2539.3,334.06,742.97,3.22,2.84,0.18,0.15,0.6,0.25,0.56,0.75,0,0.43,1,0
CUST0186,33,1,3,1,1,4,3,14460,48,0.11,662.52,5302,2751.84,373.73,1513.91,5.05,2.73,0.12,0.06,0.62,0.22,0.57,0.74,0,0.36,1,0
CUST0187,35,1,2,2,1,10,4,29769,24,0.12,482.22,5085,3326.52,1401.33,-125.07,0.91,5.0,0.09,0.06,0.71,0.39,0.58,0.56,0,0.32,1,1
CUST0188,30,1,3,1,3,9,6,18187,24,0.13,387.85,4127,2660.68,864.64,213.83,1.25,4.41,0.09,0.23,0.55,0.37,0.72,0.58,0,0.46,1,1
CUST0189,33,1,4,2,3,8,4,12457,24,0.15,984.86,6811,3647.94,604.0,1574.2,3.61,1.83,0.14,0.19,0.74,0.22,0.68,0.75,0,0.28,1,0
CUST0190,35,1,2,1,3,7,5,10966,36,0.14,426.89,4207,2234.36,374.79,1170.96,4.12,2.61,0.1,0.17,0.59,0.26,0.69,0.56,0,0.4,1,0
CUST0191,31,1,3,1,2,8,5,11998,24,0.12,664.74,6651,3489.8,564.79,1931.67,4.42,1.8,0.1,0.14,0.75,0.31,0.63,0.75,0,0.45,1,0
CUST0192,34,1,4,1,2,8,5,21273,48,0.13,705.66,7202,4104.48,570.7,1821.16,4.19,2.95,0.1,0.12,0.62,0.24,0.69,0.74,0,0.26,1,0
CUST0193,35,1,3,2,1,4,3,17902,36,0.13,948.06,6168,3962.46,603.19,654.29,2.08,2.9,0.15,0.06,0.73,0.39,0.62,0.8,0,0.35,1,0
CUST0194,30,1,2,1,3,9,4,29384,24,0.14,645.67,4721,2659.35,1410.81,5.17,1.0,5.0,0.14,0.23,0.58,0.39,0.68,0.75,0,0.49,1,1
CUST0195,36,1,2,1,1,4,2,17622,48,0.12,421.56,5265,3131.42,464.05,1247.97,3.69,3.35,0.08,0.05,0.76,0.24,0.51,0.73,0,0.48,1,0
CUST0196,33,1,2,2,3,9,3,13634,48,0.14,497.95,4243,2855.12,372.57,517.36,2.39,3.21,0.12,0.19,0.77,0.28,0.5,0.63,0,0.28,1,0
CUST0197,30,1,3,1,3,6,3,28414,48,0.15,809.66,6999,4272.66,790.78,1125.9,2.42,4.06,0.12,0.23,0.7,0.36,0.57,0.73,0,0.32,1,0
CUST0198,30,1,2,1,3,4,3,29739,36,0.15,713.1,6985,4708.98,1030.91,532.01,1.52,4.26,0.1,0.23,0.68,0.39,0.51,0.74,0,0.31,1,0
CUST0199,33,1,4,2,3,9,4,24635,24,0.12,406.74,4687,2554.03,1159.65,566.58,1.49,5.0,0.09,0.19,0.61,0.22,0.48,0.65,0,0.43,1,1
CUST0200,30,1,3,1,2,6,6,22299,24,0.14,1050.49,7623,4893.75,1070.64,608.12,1.57,2.93,0.14,0.15,0.72,0.25,0.59,0.75,0,0.26,1,0
CUST0201,41,1,4,1,1,12,13,31148,48,0.08,1011.54,13221,5466.89,760.41,5982.16,8.87,2.36,0.08,0.04,0.98,0.09,0.98,0.72,0,0.2,0,0
CUST0202,47,1,3,1,3,23,10,23509,36,0.09,833.61,18709,10765.0,747.58,6362.81,9.51,1.26,0.04,0.1,0.9,0.17,0.9,0.67,0,0.13,0,0
CUST0203,42,1,4,1,3,25,10,23572,48,0.08,611.92,8813,3664.21,575.46,3961.41,7.88,2.67,0.07,0.12,0.91,0.11,0.82,0.55,0,0.19,0,0
CUST0204,42,1,3,1,2,22,15,52053,60,0.09,681.56,15758,8123.82,1080.53,5872.09,6.43,3.3,0.04,0.08,0.87,0.1,0.83,0.51,0,0.15,0,0
CUST0205,45,1,4,1,3,11,10,69298,60,0.1,475.59,11706,4862.99,1472.38,4895.04,4.32,5.0,0.04,0.11,0.9,0.18,0.91,0.64,0,0.22,0,0
CUST0206,54,1,4,1,3,25,17,77780,36,0.09,1228.27,16561,6859.76,2473.38,5999.59,3.43,4.7,0.07,0.08,0.93,0.12,0.96,0.7,0,0.2,0,0
CUST0207,50,1,3,1,2,15,10,33886,36,0.08,825.88,10415,4959.7,1061.86,3567.56,4.36,3.25,0.08,0.06,0.88,0.18,0.91,0.71,0,0.12,0,0
CUST0208,55,1,3,1,1,22,16,46041,60,0.09,945.61,19912,8954.75,955.74,9055.9,10.48,2.31,0.05,0.03,0.96,0.15,0.91,0.63,0,0.15,0,0
CUST0209,47,1,3,1,3,13,9,56876,36,0.1,760.92,10451,5812.28,1835.23,2042.57,2.11,5.0,0.07,0.1,0.96,0.08,0.92,0.64,0,0.16,0,0
CUST0210,43,1,4,1,1,22,8,45938,48,0.1,607.0,12512,5115.81,1165.11,5624.08,5.83,3.67,0.05,0.04,0.85,0.1,0.86,0.7,0,0.13,0,0
CUST0211,54,1,3,1,1,14,12,68740,48,0.1,1023.09,16054,7348.82,1743.42,5938.67,4.41,4.28,0.06,0.03,0.91,0.06,0.88,0.73,0,0.15,0,0
CUST0212,48,1,4,1,1,15,9,40389,60,0.1,1170.08,16462,6986.75,858.15,7447.02,9.68,2.45,0.07,0.03,0.96,0.05,0.83,0.71,0,0.22,0,0
CUST0213,44,1,4,1,1,21,19,33048,48,0.09,374.24,8541,4130.08,822.4,3214.28,4.91,3.87,0.04,0.04,0.97,0.14,0.84,0.62,0,0.16,0,0
CUST0214,54,1,4,1,2,15,12,69083,60,0.08,362.49,15775,6387.95,1400.75,7623.81,6.44,4.38,0.02,0.05,0.95,0.15,0.84,0.56,0,0.12,0,0
CUST0215,44,1,4,1,3,10,20,70303,60,0.08,730.12,12408,6999.02,1425.49,3253.37,3.28,5.0,0.06,0.11,0.91,0.05,0.85,0.7,0,0.13,0,0
CUST0216,52,1,4,1,2,22,13,50080,48,0.09,949.45,18530,8419.77,1246.24,7914.54,7.35,2.7,0.05,0.06,0.91,0.13,0.8,0.75,0,0.24,0,0
CUST0217,54,1,4,1,2,13,15,24183,48,0.11,1013.04,14131,7281.8,625.02,5211.14,9.34,1.71,0.07,0.05,0.85,0.14,0.96,0.57,0,0.11,0,0
CUST0218,53,1,3,1,3,22,18,40944,60,0.08,594.97,11937,4829.49,830.2,5682.34,7.84,3.43,0.05,0.08,0.85,0.17,0.87,0.68,0,0.18,0,0
CUST0219,50,1,4,1,3,17,18,55037,60,0.1,670.13,11111,6257.43,1169.37,3014.07,3.58,4.95,0.06,0.09,0.89,0.16,0.95,0.72,0,0.11,0,0
CUST0220,42,1,3,1,3,18,19,72975,60,0.1,955.08,15713,6802.98,1550.5,6404.44,5.13,4.64,0.06,0.12,0.86,0.06,0.86,0.69,0,0.13,0,0
CUST0221,53,1,4,1,2,19,15,75785,36,0.09,738.73,13428,7465.31,2409.94,2814.02,2.17,5.0,0.06,0.06,0.97,0.06,0.96,0.63,0,0.23,0,0
CUST0222,47,1,4,1,2,11,10,29002,36,0.09,1227.16,16680,9635.94,922.26,4894.64,6.31,1.74,0.07,0.07,0.98,0.07,0.96,0.55,0,0.09,0,0
CUST0223,46,1,3,1,2,11,8,49625,48,0.09,1000.83,18338,9888.54,1234.92,6213.71,6.03,2.71,0.05,0.07,0.83,0.15,0.94,0.53,0,0.15,0,0
CUST0224,47,1,4,1,2,22,8,22472,60,0.09,304.52,14609,6824.71,466.48,7013.29,16.03,1.54,0.02,0.07,0.86,0.16,0.83,0.67,0,0.19,0,0
CUST0225,44,1,4,1,2,14,9,45136,60,0.1,812.82,11707,5034.75,959.01,4900.42,6.11,3.86,0.07,0.07,0.85,0.09,0.93,0.65,0,0.14,0,0
CUST0226,55,1,3,1,2,25,13,69159,36,0.08,1323.01,19252,10843.52,2167.19,4918.28,3.27,3.59,0.07,0.05,0.8,0.08,0.98,0.55,0,0.08,0,0
CUST0227,49,1,3,1,2,11,14,77445,60,0.09,246.75,10768,5343.64,1607.63,3569.98,3.22,5.0,0.02,0.06,0.98,0.14,0.92,0.5,0,0.2,0,0
CUST0228,47,1,4,1,1,18,15,65997,36,0.09,314.11,15279,7997.54,2098.69,4868.66,3.32,4.32,0.02,0.03,0.88,0.06,0.89,0.66,0,0.2,0,0
CUST0229,47,1,3,1,2,13,20,26964,48,0.09,347.71,9718,4236.61,671.0,4462.68,7.65,2.77,0.04,0.07,0.89,0.08,0.93,0.57,0,0.09,0,0
CUST0230,48,1,4,1,2,17,8,20835,60,0.08,620.83,11402,4787.44,422.46,5571.27,14.19,1.83,0.05,0.06,0.89,0.17,0.94,0.52,0,0.2,0,0
CUST0231,55,1,3,1,2,19,12,50426,36,0.08,272.69,12192,5260.19,1580.17,5078.95,4.21,4.14,0.02,0.05,0.85,0.15,0.86,0.68,0,0.1,0,0
CUST0232,53,1,3,1,1,15,13,43430,48,0.11,559.92,8751,3923.04,1122.47,3145.57,3.8,4.96,0.06,0.03,0.87,0.09,0.82,0.6,0,0.16,0,0
CUST0233,54,1,4,1,2,15,9,28684,60,0.1,1011.79,14319,8257.52,609.45,4440.24,8.29,2.0,0.07,0.05,0.82,0.17,0.89,0.64,0,0.15,0,0
CUST0234,50,1,4,1,3,10,18,77668,60,0.11,1069.76,14221,6022.85,1688.69,5439.7,4.22,5.0,0.08,0.09,0.82,0.1,0.81,0.57,0,0.13,0,0
CUST0235,52,1,3,1,3,20,16,54282,60,0.1,1140.74,19107,7970.36,1153.33,8842.57,8.67,2.84,0.06,0.09,0.84,0.09,0.92,0.6,0,0.22,0,0
CUST0236,49,1,3,1,1,15,16,75629,48,0.11,441.86,18041,10039.72,1954.67,5604.75,3.87,4.19,0.02,0.03,0.89,0.08,0.97,0.51,0,0.12,0,0
CUST0237,51,1,4,1,1,12,15,49110,60,0.09,665.04,14203,7871.1,1019.44,4647.42,5.56,3.46,0.05,0.03,0.82,0.11,0.92,0.53,0,0.15,0,0
CUST0238,49,1,3,1,1,19,16,56853,36,0.1,687.51,16996,8194.07,1834.49,6279.93,4.42,3.35,0.04,0.03,0.95,0.16,0.95,0.58,0,0.21,0,0
CUST0239,50,1,4,1,3,24,9,26385,60,0.09,1099.31,15751,7268.21,547.71,6835.77,13.48,1.68,0.07,0.09,0.97,0.09,0.89,0.68,0,0.09,0,0
CUST0240,43,1,3,1,3,23,9,36665,60,0.09,1142.87,16067,6776.0,761.11,7387.02,10.71,2.28,0.07,0.12,0.84,0.16,0.83,0.58,0,0.21,0,0
CUST0241,41,1,3,1,2,24,18,58621,60,0.08,952.23,18375,8999.88,1188.62,7234.27,7.09,3.19,0.05,0.08,0.81,0.17,0.95,0.62,0,0.17,0,0
CUST0242,55,1,3,1,3,14,9,45389,60,0.1,547.84,10903,6093.53,964.38,3297.25,4.42,4.16,0.05,0.08,0.87,0.18,0.96,0.69,0,0.13,0,0
CUST0243,46,1,4,1,1,14,14,59487,60,0.11,904.82,12819,6309.68,1293.39,4311.11,4.33,4.64,0.07,0.03,0.9,0.09,0.93,0.64,0,0.12,0,0
CUST0244,44,1,4,1,3,21,18,28694,60,0.1,915.56,18226,10434.36,609.66,6266.42,11.28,1.57,0.05,0.11,0.92,0.09,0.82,0.59,0,0.16,0,0
CUST0245,50,1,4,1,3,19,14,72973,36,0.1,543.66,18930,7658.11,2354.63,8373.6,4.56,3.85,0.03,0.09,0.92,0.08,0.94,0.54,0,0.13,0,0
CUST0246,45,1,3,1,3,19,11,69387,60,0.08,271.92,10399,5683.31,1406.92,3036.85,3.16,5.0,0.03,0.11,0.96,0.15,0.96,0.69,0,0.18,0,0
CUST0247,44,1,4,1,3,11,14,45398,48,0.11,634.49,16370,9423.36,1173.34,5138.81,5.38,2.77,0.04,0.11,0.9,0.05,0.85,0.66,0,0.21,0,0
CUST0248,54,1,3,1,3,21,20,58560,60,0.1,968.87,15259,6643.23,1244.23,6402.67,6.15,3.84,0.06,0.08,0.83,0.11,0.98,0.52,0,0.24,0,0
CUST0249,52,1,3,1,2,11,14,38291,60,0.09,1161.75,16418,7042.78,794.86,7418.61,10.33,2.33,0.07,0.06,0.8,0.11,0.97,0.51,0,0.24,0,0
CUST0250,50,1,4,1,2,21,9,71382,60,0.09,274.11,8833,3882.93,1481.77,3194.19,3.16,5.0,0.03,0.06,0.81,0.12,0.87,0.63,0,0.1,0,0
CUST0251,53,1,4,1,1,26,16,24316,60,0.1,560.74,9495,4937.66,516.64,3479.96,7.74,2.56,0.06,0.03,0.85,0.11,0.92,0.63,0,0.14,0,0
CUST0252,59,1,3,1,2,25,18,17430,60,0.09,112.29,9994,5027.74,361.82,4492.15,13.42,1.74,0.01,0.05,0.93,0.12,0.93,0.53,0,0.12,0,0
CUST0253,54,1,4,1,2,17,13,20970,24,0.09,379.67,9154,3806.53,958.01,4009.79,5.19,2.29,0.04,0.05,0.88,0.12,0.98,0.45,0,0.17,0,0
CUST0254,56,1,3,1,0,29,23,31739,24,0.08,356.97,7181,2795.03,1435.47,2593.53,2.81,4.42,0.05,0.0,0.93,0.1,0.88,0.46,0,0.11,0,0
CUST0255,60,1,4,1,1,15,18,17753,24,0.09,603.5,12626,6125.12,811.04,5086.34,7.27,1.41,0.05,0.02,0.94,0.12,0.86,0.63,0,0.07,0,0
CUST0256,60,1,3,1,1,29,18,35894,24,0.09,183.95,10937,5147.93,1639.81,3965.31,3.42,3.28,0.02,0.02,0.91,0.13,0.93,0.64,0,0.07,0,0
CUST0257,60,1,3,1,2,19,13,12737,24,0.09,452.74,12113,5414.44,581.89,5663.93,10.73,1.05,0.04,0.05,0.86,0.06,0.96,0.58,0,0.08,0,0
CUST0258,60,1,3,1,0,20,15,26563,36,0.08,552.34,14397,7113.07,832.39,5899.2,8.09,1.85,0.04,0.0,0.86,0.12,1.0,0.54,0,0.15,0,0
CUST0259,51,1,3,1,1,18,15,48049,60,0.1,468.84,10762,4742.96,1020.9,4529.3,5.44,4.46,0.04,0.03,0.89,0.07,0.86,0.45,0,0.12,0,0
CUST0260,55,1,3,1,2,26,24,30731,60,0.08,542.51,11008,4769.18,623.11,5073.2,9.14,2.79,0.05,0.05,0.96,0.11,0.89,0.49,0,0.15,0,0
CUST0261,55,1,4,1,1,26,24,30019,60,0.09,559.11,13863,5682.18,623.15,6998.56,12.23,2.17,0.04,0.03,0.98,0.13,0.87,0.53,0,0.09,0,0
CUST0262,60,1,3,1,0,15,25,48134,60,0.1,85.81,7252,3018.06,1022.71,3125.42,4.06,5.0,0.01,0.0,0.89,0.14,0.93,0.56,0,0.07,0,0
CUST0263,56,1,4,1,0,29,20,43450,24,0.09,416.59,9658,4494.53,1985.0,2761.88,2.39,4.5,0.04,0.0,0.98,0.13,0.94,0.44,0,0.13,0,0
CUST0264,57,1,3,1,2,19,23,41686,48,0.08,185.83,8608,4385.35,1017.68,3019.14,3.97,4.84,0.02,0.05,0.89,0.07,0.95,0.53,0,0.17,0,0
CUST0265,56,1,4,1,0,16,22,31238,24,0.09,705.05,13695,6417.93,1427.1,5144.92,4.61,2.28,0.05,0.0,0.98,0.07,0.93,0.44,0,0.15,0,0
CUST0266,55,1,4,1,1,22,20,36597,48,0.1,361.08,7275,3191.22,928.19,2794.51,4.01,5.0,0.05,0.03,0.98,0.04,0.98,0.51,0,0.08,0,0
CUST0267,58,1,3,1,0,20,14,33738,24,0.09,281.02,10600,4775.13,1541.31,4002.54,3.6,3.18,0.03,0.0,0.87,0.11,0.92,0.55,0,0.15,0,0
CUST0268,56,1,3,1,0,19,21,48820,36,0.08,347.26,6367,2974.34,1529.84,1515.56,1.99,5.0,0.05,0.0,0.87,0.06,0.99,0.53,0,0.11,0,0
CUST0269,59,1,4,1,0,21,19,49749,60,0.1,324.82,6305,2578.72,1057.02,2344.44,3.22,5.0,0.05,0.0,0.94,0.13,0.97,0.45,0,0.15,0,0
CUST0270,54,1,4,1,1,17,15,34786,60,0.08,316.08,8747,3348.49,705.33,4377.1,7.21,3.98,0.04,0.03,0.99,0.12,0.97,0.55,0,0.08,0,0
CUST0271,59,1,3,1,0,30,22,18541,24,0.1,281.9,6639,3397.36,855.57,2104.17,3.46,2.79,0.04,0.0,0.93,0.08,0.86,0.53,0,0.08,0,0
CUST0272,57,1,4,1,2,18,18,18774,48,0.09,648.46,12246,5137.53,467.19,5992.82,13.83,1.53,0.05,0.05,0.89,0.14,0.91,0.45,0,0.16,0,0
CUST0273,50,1,3,1,2,15,18,23462,48,0.09,455.81,14561,5797.01,583.85,7724.33,14.23,1.61,0.03,0.06,0.94,0.07,0.93,0.54,0,0.14,0,0
CUST0274,60,1,3,1,1,30,14,34262,60,0.09,340.52,12511,5406.39,711.22,6052.87,9.51,2.74,0.03,0.02,0.96,0.12,0.98,0.56,0,0.16,0,0
CUST0275,57,1,3,1,0,27,24,32179,24,0.08,88.79,8650,4705.4,1455.37,2400.44,2.65,3.72,0.01,0.0,0.86,0.06,0.99,0.51,0,0.06,0,0
CUST0276,53,1,3,1,2,16,23,35187,60,0.09,550.38,12075,5657.99,730.42,5136.21,8.03,2.91,0.05,0.06,0.94,0.14,0.97,0.56,0,0.12,0,0
CUST0277,53,1,4,1,0,16,24,49289,36,0.09,405.5,14489,7166.03,1567.38,5350.09,4.41,3.4,0.03,0.0,0.95,0.15,0.86,0.47,0,0.11,0,0
CUST0278,60,1,4,1,2,21,20,11007,24,0.1,577.63,12474,5905.58,507.92,5482.87,11.79,0.88,0.05,0.05,0.93,0.1,0.9,0.6,0,0.08,0,0
CUST0279,53,1,4,1,2,15,16,21471,60,0.09,472.88,13450,6388.31,445.7,6143.11,14.78,1.6,0.04,0.06,0.9,0.05,0.93,0.46,0,0.13,0,0
CUST0280,59,1,4,1,1,30,24,25943,48,0.1,333.6,10098,4624.93,657.98,4481.49,7.81,2.57,0.03,0.02,0.94,0.04,0.87,0.42,0,0.15,0,0
CUST0281,53,1,4,1,1,26,20,45104,24,0.09,237.97,9767,4148.72,2060.56,3319.75,2.61,4.62,0.02,0.03,0.91,0.12,0.9,0.54,0,0.08,0,0
CUST0282,55,1,3,1,2,23,14,22462,60,0.09,260.64,11792,4951.77,466.27,6113.32,14.11,1.9,0.02,0.05,0.89,0.07,0.98,0.61,0,0.1,0,0
CUST0283,51,1,3,1,2,30,21,10434,24,0.1,205.24,7964,3528.88,481.48,3748.4,8.79,1.31,0.03,0.06,0.98,0.14,0.94,0.47,0,0.08,0,0
CUST0284,58,1,4,1,0,19,12,44454,60,0.09,372.0,10591,4998.22,922.79,4297.99,5.66,4.2,0.04,0.0,0.91,0.12,0.88,0.64,0,0.15,0,0
CUST0285,57,1,3,1,0,21,18,48076,24,0.09,256.77,11171,5408.69,2196.34,3309.2,2.51,4.3,0.02,0.0,0.93,0.07,0.92,0.55,0,0.1,0,0
CUST0286,57,1,3,1,1,26,17,36253,48,0.09,763.28,12945,6176.57,902.16,5102.99,6.66,2.8,0.06,0.03,0.95,0.13,0.96,0.6,0,0.13,0,0
CUST0287,56,1,3,1,2,19,19,10638,36,0.09,503.56,9212,3711.15,338.29,4659.0,14.77,1.15,0.05,0.05,0.94,0.1,0.9,0.52,0,0.09,0,0
CUST0288,59,1,4,1,0,20,12,24120,48,0.09,220.33,6781,3302.87,600.23,2657.57,5.43,3.56,0.03,0.0,0.9,0.08,0.93,0.63,0,0.09,0,0
CUST0289,50,1,3,1,1,21,21,47741,36,0.1,334.64,12746,5460.18,1540.47,5410.71,4.51,3.75,0.03,0.03,0.93,0.13,0.92,0.42,0,0.14,0,0
CUST0290,57,1,3,1,2,25,18,47462,60,0.1,151.55,8373,3283.29,1008.43,3929.73,4.9,5.0,0.02,0.05,0.88,0.07,0.89,0.47,0,0.15,0,0
CUST0291,54,1,4,1,2,29,18,20965,36,0.1,288.79,13289,5332.3,676.48,6991.43,11.34,1.58,0.02,0.05,0.89,0.12,0.96,0.45,0,0.11,0,0
CUST0292,51,1,4,1,2,16,12,36018,24,0.08,100.15,7045,3417.37,1629.0,1898.48,2.17,5.0,0.01,0.06,0.99,0.08,0.88,0.58,0,0.12,0,0
CUST0293,52,1,3,1,0,16,22,33385,48,0.1,436.39,8150,3744.3,846.73,3122.58,4.69,4.1,0.05,0.0,0.99,0.1,0.87,0.64,0,0.13,0,0
CUST0294,59,1,4,1,2,24,17,41565,36,0.1,381.34,13480,6134.97,1341.19,5622.5,5.19,3.08,0.03,0.05,0.89,0.07,0.85,0.6,0,0.18,0,0
CUST0295,55,1,4,1,2,15,23,42239,60,0.09,533.81,10698,5458.1,876.81,3829.28,5.37,3.95,0.05,0.05,0.94,0.13,0.93,0.45,0,0.18,0,0
CUST0296,56,1,3,1,0,27,25,34796,36,0.09,274.0,12467,5632.35,1106.5,5454.15,5.93,2.79,0.02,0.0,0.96,0.14,0.97,0.57,0,0.09,0,0
CUST0297,58,1,4,1,0,17,14,18953,48,0.08,339.57,10404,4758.88,462.7,4842.85,11.47,1.82,0.03,0.0,0.96,0.09,0.9,0.44,0,0.2,0,0
CUST0298,50,1,3,1,1,23,14,38732,24,0.08,313.71,9046,3669.2,1751.74,3311.35,2.89,4.28,0.03,0.03,0.9,0.07,0.97,0.65,0,0.12,0,0
CUST0299,50,1,3,1,0,16,16,35717,24,0.09,625.1,11410,4688.06,1631.72,4465.12,3.74,3.13,0.05,0.0,0.89,0.08,0.85,0.64,0,0.16,0,0
